customer_id,last_order_date,frequency,monetary,recency,future_orders,future_sales,churn
JS-15595,2025-10-25,3,1160.1460000000002,251,1.0,257.508,0
JS-15685,2026-06-19,3,578.208,14,1.0,552.856,0
JS-15880,2025-07-14,5,3868.02,354,0.0,0.0,1
JS-15940,2025-09-23,5,469.16900000000004,283,0.0,0.0,1
JS-16030,2026-02-16,4,2173.498,137,2.0,342.996,0
JT-12540,2026-03-19,2,144.58800000000002,106,0.0,0.0,1
JW-15220,2026-01-21,6,3461.806,163,4.0,5384.548,0
JW-15955,2026-04-21,3,522.908,73,4.0,721.178,0
JW-16075,2025-09-25,4,1428.731,281,0.0,0.0,1
KA-16525,2026-05-30,5,716.7180000000001,34,2.0,802.788,0
KB-16240,2025-02-06,4,349.2130000000001,512,3.0,2803.402,0
KB-16315,2026-03-09,9,1569.464,116,0.0,0.0,1
KB-16405,2024-11-20,1,155.16,590,2.0,753.661,0
KB-16585,2026-05-14,12,2744.742,50,0.0,0.0,1
KB-16600,2025-06-21,4,106.07600000000001,377,3.0,877.8459999999999,0
KC-16255,2025-11-18,6,2120.954,227,0.0,0.0,1
KC-16540,2025-11-14,3,3805.2059999999997,231,1.0,103.05599999999998,0
KC-16675,2026-05-26,3,699.054,38,1.0,446.99600000000004,0
KD-16270,2025-09-02,5,8282.358,304,0.0,0.0,1
KD-16345,2026-06-17,5,1856.9959999999999,16,1.0,31.968000000000004,0
KD-16495,2026-01-24,10,8063.842000000001,160,2.0,117.414,0
KD-16615,2026-03-16,5,2243.51,109,0.0,0.0,1
KE-16420,2025-09-25,6,1407.588,281,2.0,279.1432,0
KF-16285,2026-07-01,5,8366.694,2,2.0,2237.5720000000006,0
KH-16330,2026-06-19,6,2665.168,14,2.0,647.696,0
KH-16360,2026-04-03,5,1285.932,91,1.0,1814.6799999999998,0
KH-16510,2024-11-13,5,1931.624,597,2.0,4021.235,0
KH-16630,2025-12-13,5,3639.996,202,4.0,278.96999999999997,0
KH-16690,2026-06-15,6,5264.959000000001,18,1.0,725.84,0
KL-16555,2025-12-31,5,2831.158,184,3.0,2185.33,0
KL-16645,2026-05-23,11,14153.229000000001,41,1.0,22.0,0
KM-16225,2025-11-10,3,1792.08,235,3.0,468.878,0
KM-16375,2026-02-20,7,5615.8859999999995,133,1.0,4.3,0
KM-16660,2025-08-01,4,179.612,336,1.0,273.92600000000004,0
KM-16720,2025-04-19,7,3638.302,440,1.0,1271.17,0
KN-16390,2026-06-03,6,2206.782,30,3.0,410.49000000000007,0
KN-16450,2024-12-27,4,1897.7620000000002,553,1.0,274.20000000000005,0
KN-16705,2026-06-11,6,988.0699999999999,22,2.0,1292.51,0
KS-16300,2026-03-10,3,88.47200000000001,115,0.0,0.0,1
KT-16465,2025-12-04,7,3057.0999999999995,211,0.0,0.0,1
KT-16480,2026-06-24,8,4535.6884,9,2.0,106.4,0
KW-16435,2025-10-29,3,3817.702,247,2.0,598.818,0
KW-16570,2024-11-20,4,449.096,590,0.0,0.0,1
LA-16780,2025-12-23,10,8545.534,192,1.0,127.68800000000002,0
LB-16735,2026-04-26,2,23.468,68,1.0,26.72,0
LB-16795,2026-05-09,7,4113.176,55,1.0,872.5,0
LC-16870,2026-03-27,6,2140.448,98,2.0,440.256,0
LC-16885,2026-06-12,10,6555.778,21,2.0,1107.3479999999997,0
LC-16930,2026-06-10,6,4040.466,23,2.0,452.48,0
LC-16960,2025-10-20,4,3246.6259999999997,256,0.0,0.0,1
LC-17050,2025-02-03,3,1766.504,515,2.0,328.56,0
LC-17140,2025-12-23,5,1363.726,192,4.0,1269.856,0
LD-16855,2025-06-26,1,5.304,372,0.0,0.0,1
LD-17005,2025-11-11,4,1961.934,234,0.0,0.0,1
LE-16810,2026-05-22,5,1024.682,42,1.0,444.768,0
LF-17185,2026-02-16,6,3711.6989999999996,137,1.0,218.81,0
LH-16750,2026-04-25,2,15.466000000000001,69,1.0,271.96,0
LH-16900,2025-12-08,7,1980.046,207,2.0,315.28600000000006,0
LH-17020,2026-05-05,4,318.239,59,0.0,0.0,1
LH-17155,2025-12-10,9,1739.689,205,0.0,0.0,1
LL-16840,2026-04-25,6,2741.2039999999997,69,0.0,0.0,1
LM-17065,2025-12-04,5,1346.7740000000001,211,0.0,0.0,1
LO-17170,2026-05-28,3,470.39,36,2.0,173.95999999999998,0
LP-17080,2026-05-11,3,629.9499999999999,53,1.0,126.656,0
LP-17095,2026-03-03,5,3100.9790000000003,122,2.0,552.42,0
LR-16915,2025-12-11,5,4493.892,204,1.0,649.0,0
LR-17035,2025-09-26,3,1486.246,280,2.0,393.06,0
LS-16945,2026-04-24,5,2448.876,70,1.0,396.394,0
LS-16975,2025-11-06,6,1626.074,239,3.0,1362.6000000000001,0
LS-17200,2026-06-17,4,796.956,16,2.0,213.3,0
LS-17230,2024-11-14,3,368.88,596,0.0,0.0,1
LS-17245,2025-06-15,5,843.796,383,1.0,164.34,0
LT-16765,2024-05-12,2,255.524,782,1.0,74.352,0
LT-17110,2025-11-19,6,2644.55,226,2.0,291.702,0
LW-16825,2025-12-25,4,2217.421,190,1.0,20.64,0
LW-16990,2026-06-04,4,2498.03,29,2.0,732.278,0
LW-17125,2026-06-08,3,1259.0400000000002,25,0.0,0.0,1
LW-17215,2026-04-11,5,5353.918,83,2.0,66.596,0
MA-17560,2025-08-23,8,4189.921,314,3.0,109.24000000000001,0
MA-17995,2026-06-27,6,2453.284,6,0.0,0.0,1
MB-17305,2026-07-03,8,1133.1399999999999,0,2.0,415.562,0
MB-18085,2026-05-06,6,1410.9210000000003,58,1.0,17.31,0
MC-17275,2025-03-22,7,2711.252,468,1.0,14.73,0
MC-17425,2025-11-26,5,4432.138,219,0.0,0.0,1
MC-17575,2026-02-03,6,960.897,150,2.0,342.99600000000004,0
MC-17590,2025-12-23,5,2262.517,192,1.0,163.55,0
MC-17605,2026-05-09,7,2098.232,55,1.0,159.96,0
MC-17635,2026-06-24,4,795.154,9,0.0,0.0,1
MC-17845,2025-12-14,4,1700.4920000000002,201,3.0,2105.222,0
MC-18100,2025-10-07,7,1373.118,269,3.0,845.862,0
MC-18130,2025-12-26,5,1581.998,189,0.0,0.0,1
MD-17350,2026-05-08,6,3716.678,56,1.0,49.704,0
MD-17860,2026-05-28,2,267.374,36,3.0,937.5360000000001,0
ME-17320,2026-06-12,7,10393.220000000001,21,3.0,270.508,0
ME-17725,2026-06-29,6,1050.5532,4,2.0,857.9000000000001,0
ME-18010,2024-05-21,3,1205.776,773,1.0,51.168000000000006,0
MF-17665,2025-11-04,5,937.0390000000001,241,0.0,0.0,1
MF-18250,2024-11-12,4,605.4300000000001,598,1.0,1152.87,0
MG-17650,2026-03-16,4,2492.362,109,3.0,1292.914,0
MG-17680,2026-06-08,3,1657.058,25,1.0,693.13,0
MG-17695,2025-06-23,3,1342.2820000000002,375,0.0,0.0,1
MG-17875,2025-09-08,4,1095.6490000000001,298,1.0,147.184,0
MG-17890,2026-05-30,7,702.7760000000001,34,2.0,73.608,0
MG-18145,2024-09-03,2,1645.937,668,2.0,1415.606,0
MG-18205,2026-04-10,1,16.739000000000004,84,0.0,0.0,1
MH-17290,2026-03-11,5,1691.5049999999999,114,1.0,702.52,0
MH-17440,2025-12-19,4,400.016,196,0.0,0.0,1
MH-17455,2026-02-13,6,2016.0920000000003,140,2.0,440.09000000000003,0
MH-17620,2025-09-26,3,82.236,280,1.0,1170.5639999999999,0
MH-17785,2025-03-10,6,2194.53,480,1.0,9.248,0
MH-18025,2026-02-25,3,1354.518,128,2.0,1630.43,0
MH-18115,2026-05-25,6,3461.679,39,3.0,2041.4139999999998,0
MJ-17740,2026-03-11,6,6223.51,114,1.0,97.23599999999999,0
MK-17905,2026-06-16,6,2218.384,17,2.0,83.98400000000001,0
MK-18160,2026-05-04,4,1031.602,60,0.0,0.0,1
MK-19560,2025-12-02,5,169.27200000000002,213,2.0,56.42400000000001,0
ML-17395,2026-02-09,8,2658.463,144,1.0,64.38000000000001,0
ML-17410,2026-05-29,4,1447.28,35,2.0,1474.22,0
ML-17755,2026-06-25,4,767.97,8,3.0,1303.944,0
ML-18040,2026-06-04,2,67.21000000000001,29,1.0,674.8720000000001,0
ML-18265,2024-05-31,1,10.272000000000002,763,1.0,151.96,0
MM-17260,2026-02-11,3,977.0300000000001,142,1.0,336.99300000000005,0
MM-17920,2026-01-30,8,3680.384,154,3.0,113.696,0
MM-18055,2026-05-08,5,1152.204,56,3.0,1597.677,0
MM-18280,2026-06-10,7,705.164,23,2.0,70.25,0
MN-17935,2026-02-10,4,633.7280000000001,143,2.0,1844.218,0
MO-17500,2025-10-04,3,831.2120000000001,272,1.0,91.275,0
MO-17800,2026-06-09,6,821.227,24,2.0,865.8,0
MO-17950,2026-07-03,2,154.288,0,0.0,0.0,1
MP-17470,2025-01-11,7,3206.132,538,0.0,0.0,1
MP-17965,2025-12-29,8,3816.518,186,3.0,382.308,0
MP-18175,2026-02-10,7,4831.194,143,2.0,256.726,0
MR-17545,2023-10-07,2,137.6,1000,2.0,501.57800000000003,0
MS-17365,2026-04-01,10,7443.6900000000005,93,0.0,0.0,1
MS-17530,2025-10-22,4,475.65599999999995,254,0.0,0.0,1
MS-17710,2025-11-12,6,1613.402,233,0.0,0.0,1
MS-17770,2025-11-10,8,2950.728,235,1.0,193.95,0
MS-17830,2025-10-04,4,370.348,272,0.0,0.0,1
MS-17980,2024-12-04,5,267.108,576,1.0,588.008,0
MT-17815,2026-03-13,5,2854.6589999999997,112,1.0,35.48,0
MT-18070,2026-06-10,4,1319.4497999999999,23,0.0,0.0,1
MV-17485,2026-03-24,7,1109.862,101,2.0,450.18800000000005,0
MV-18190,2025-12-01,6,1671.234,214,1.0,63.339999999999996,0
MW-18220,2025-12-27,6,5310.46,188,1.0,31.44,0
MW-18235,2023-05-21,1,3333.9000000000005,1139,1.0,1919.976,0
MY-17380,2026-03-02,3,1556.784,123,4.0,697.5010000000001,0
MY-18295,2026-05-04,9,4012.656,60,2.0,140.04,0
MZ-17335,2026-03-26,3,567.7760000000001,99,1.0,25.83,0
MZ-17515,2026-03-23,6,2564.906,102,0.0,0.0,1
NB-18580,2023-10-22,2,273.87199999999996,985,0.0,0.0,1
NB-18655,2025-10-16,6,1753.612,260,3.0,218.987,0
NC-18340,2026-05-20,5,2461.404,44,0.0,0.0,1
NC-18415,2025-10-14,5,489.704,262,1.0,1729.2859999999996,0
NC-18535,2026-04-01,4,7751.242,93,3.0,490.497,0
NC-18625,2026-06-09,5,1821.7420000000002,24,0.0,0.0,1
NC-19470,2026-06-18,5,323.784,15,1.0,58.36,0
ND-18370,2026-04-16,7,4269.588,78,2.0,56.551,0
ND-18460,2026-06-30,6,2893.455,3,0.0,0.0,1
NF-18385,2025-09-26,4,6540.73,280,3.0,1782.096,0
NF-18475,2025-07-23,4,377.162,345,0.0,0.0,1
NF-18595,2026-03-13,9,6606.96,112,2.0,396.108,0
NG-18355,2026-02-16,3,1215.024,137,2.0,654.556,0
NG-18430,2024-11-22,4,616.778,588,1.0,779.1600000000001,0
NH-18610,2026-06-24,7,2673.29,9,0.0,0.0,1
NK-18490,2026-06-18,4,412.982,15,3.0,159.066,0
NL-18310,2025-05-30,3,259.208,399,1.0,1158.882,0
NM-18445,2024-05-25,6,6445.424,769,1.0,13.919999999999998,0
NM-18520,2026-04-30,10,2161.979,64,0.0,0.0,1
NP-18325,2024-12-06,5,5436.68,574,1.0,92.94,0
NP-18670,2025-11-20,3,1554.462,225,2.0,2353.94,0
NP-18685,2025-11-19,6,1228.698,226,0.0,0.0,1
NP-18700,2026-06-26,6,7880.7425,7,1.0,22.439999999999998,0
NR-18550,2026-06-03,5,2367.277,30,0.0,0.0,1
NS-18505,2026-01-19,2,1897.759,165,2.0,678.104,0
NS-18640,2026-06-05,12,2897.5190000000002,28,1.0,67.30399999999997,0
NW-18400,2025-11-03,6,7203.694,242,1.0,30.32,0
NZ-18565,2026-04-30,7,2029.5140000000001,64,2.0,458.79600000000005,0
ON-18715,2025-11-15,9,1567.52,230,0.0,0.0,1
OT-18730,2026-06-26,4,3210.194,7,1.0,608.4300000000001,0
PA-19060,2025-11-26,5,614.5600000000001,219,1.0,114.848,0
PB-18805,2025-10-15,2,243.31199999999998,261,1.0,497.04400000000004,0
PB-19105,2025-03-20,2,616.648,470,2.0,71.676,0
PB-19150,2025-04-14,7,1257.15,445,1.0,199.8,0
PB-19210,2025-02-11,2,132.738,507,0.0,0.0,1
PC-18745,2025-11-27,3,1830.876,218,1.0,1.1880000000000002,0
PC-19000,2024-08-01,2,1061.488,701,0.0,0.0,1
PF-19120,2024-09-17,4,9062.864000000001,654,0.0,0.0,1
PF-19165,2026-06-17,6,2770.0,16,0.0,0.0,1
PF-19225,2025-12-29,3,1636.9060000000002,186,2.0,569.222,0
PG-18820,2025-11-18,10,2719.917,227,3.0,366.99,0
PG-18895,2026-06-20,7,1925.134,13,2.0,62.03,0
PJ-18835,2026-05-19,6,1141.194,45,2.0,78.89599999999999,0
PJ-19015,2026-06-20,6,1814.322,13,1.0,9.912,0
PK-18910,2025-09-03,2,1441.1520000000005,303,0.0,0.0,1
PK-19075,2026-03-05,8,2692.858,120,4.0,5954.076000000001,0
PL-18925,2026-06-22,4,216.711,11,1.0,22.77,0
PM-18940,2025-12-09,3,1405.402,206,0.0,0.0,1
PM-19135,2025-10-22,3,3424.518,254,1.0,691.144,0
PN-18775,2026-04-25,6,1298.646,69,2.0,168.506,0
PO-18850,2025-09-18,6,2165.7212,288,5.0,5308.107000000001,0
PO-18865,2026-05-28,4,1655.712,36,3.0,837.5020000000001,0
PO-19180,2026-04-26,8,4493.093,68,1.0,399.95,0
PO-19195,2024-11-29,4,820.136,581,1.0,236.72199999999998,0
PP-18955,2026-05-18,9,6853.078,46,1.0,399.53,0
PR-18880,2024-12-19,3,312.248,561,2.0,1527.93,0
PS-18760,2026-04-17,5,1664.2220000000002,77,1.0,517.257,0
PS-18970,2026-03-21,6,1222.219,104,2.0,56.42,0
PS-19045,2026-05-08,7,6843.634,56,0.0,0.0,1
PT-19090,2025-09-05,2,98.636,301,2.0,61.93600000000001,0
PV-18985,2026-03-11,4,1188.7859999999998,114,1.0,1687.2600000000002,0
PW-19030,2026-06-27,8,3344.7960000000003,6,2.0,110.12,0
PW-19240,2025-09-22,7,3922.415,284,0.0,0.0,1
QJ-19255,2026-04-30,8,5903.308,64,1.0,205.03,0
RA-19285,2026-06-30,6,1598.016,3,3.0,1019.89,0
RA-19885,2025-07-17,4,2321.018,351,3.0,1511.296,0
RA-19915,2025-09-23,7,4278.87,283,2.0,514.673,0
RA-19945,2026-06-17,4,1365.5325,16,1.0,321.39,0
RB-19330,2023-11-17,1,670.3779999999999,959,1.0,337.81800000000004,0
RB-19360,2026-03-23,4,14966.541,102,2.0,150.798,0
RB-19435,2024-07-02,6,1841.1960000000001,731,2.0,821.89,0
RB-19465,2026-06-22,9,4502.736,11,3.0,212.73,0
RB-19570,2026-01-14,4,328.816,170,1.0,199.73,0
RB-19645,2025-03-22,5,221.084,468,0.0,0.0,1
RB-19705,2024-12-26,2,291.578,554,2.0,1775.8719999999998,0
RB-19795,2026-05-13,6,1939.556,51,2.0,3693.76,0
RC-19825,2025-12-26,6,966.409,189,0.0,0.0,1
RC-19960,2025-11-14,5,851.248,231,1.0,34.504000000000005,0
RD-19480,2026-05-20,6,3297.05,44,2.0,975.8800000000001,0
RD-19585,2026-07-03,10,2912.8940000000002,0,0.0,0.0,1
RD-19660,2025-09-22,4,1208.6920000000002,284,1.0,1577.94,0
RD-19720,2026-03-29,9,1408.6490000000001,96,1.0,11.088000000000005,0
RD-19810,2026-02-03,6,899.26,150,2.0,238.356,0
RD-19900,2025-11-16,8,2816.2999999999997,229,1.0,317.624,0
RD-19930,2026-04-10,3,787.9720000000001,84,1.0,182.96999999999997,0
RE-19405,2023-12-29,1,48.36,917,0.0,0.0,1
RE-19450,2026-03-03,5,876.696,122,0.0,0.0,1
RF-19345,2025-12-05,8,3309.15,210,0.0,0.0,1
RF-19735,2025-08-26,5,1129.9060000000002,311,2.0,1211.39,0
RF-19840,2026-04-16,7,909.312,78,1.0,35.910000000000004,0
RH-19495,2024-07-31,2,3491.712,702,3.0,129.664,0
RH-19510,2025-09-19,6,6979.18,287,0.0,0.0,1
RH-19555,2025-07-29,2,740.382,339,0.0,0.0,1
RH-19600,2025-07-14,3,2085.74,354,0.0,0.0,1
RK-19300,2024-10-12,2,1448.0,629,1.0,12.192,0
RL-19615,2026-05-22,6,4660.528,42,2.0,1574.382,0
RM-19375,2026-01-19,6,1453.474,165,0.0,0.0,1
RM-19675,2024-10-19,4,3008.6639999999998,622,1.0,2970.4320000000002,0
RM-19750,2026-03-06,1,98.35,119,0.0,0.0,1
RO-19780,2025-11-10,5,2043.172,235,2.0,1772.3059999999996,0
RP-19270,2025-08-21,4,954.6451999999999,316,0.0,0.0,1
RP-19390,2026-04-21,11,5038.670000000001,73,1.0,114.414,0
RP-19855,2026-05-27,7,2158.556,37,1.0,12.160000000000002,0
RR-19315,2025-11-14,1,7.38,231,1.0,608.5519999999999,0
RR-19525,2025-07-25,5,2928.322,343,1.0,373.94,0
RS-19420,2026-01-08,3,2142.4,176,2.0,1078.89,0
RS-19765,2026-05-19,5,2920.808,45,3.0,1238.962,0
RS-19870,2025-06-07,1,9.648,391,1.0,12.68,0
RW-19540,2026-05-07,4,3253.489,57,3.0,4143.912,0
RW-19630,2026-04-13,8,3213.756,81,1.0,65.99,0
RW-19690,2026-03-21,3,2245.006,104,2.0,1250.64,0
SA-20830,2026-05-19,9,4745.4115,45,1.0,21.93,0
SB-20170,2026-06-12,3,1348.02,21,0.0,0.0,1
SB-20185,2026-06-25,6,6410.996,8,0.0,0.0,1
SB-20290,2025-11-18,5,6647.552000000001,227,2.0,1410.339,0
SC-20020,2024-11-10,5,3362.9636,600,0.0,0.0,1
SC-20050,2026-04-11,6,4217.816,83,3.0,406.75600000000003,0
SC-20095,2026-01-15,9,14142.334,169,0.0,0.0,1
SC-20230,2025-08-21,3,4355.898,316,1.0,16.06,0
SC-20260,2026-06-26,11,3749.8329999999996,7,1.0,6.68,0
SC-20305,2026-06-10,5,3504.092,23,2.0,474.973,0
SC-20380,2026-05-19,7,3736.9080000000004,45,2.0,2255.6279999999997,0
SC-20440,2024-10-01,4,1372.31,640,3.0,502.68800000000005,0
SC-20575,2026-06-24,3,801.2320000000001,9,2.0,101.49600000000001,0
SC-20680,2025-12-17,5,1182.66,198,1.0,71.98,0
SC-20695,2025-12-11,8,2362.0,204,2.0,214.408,0
SC-20725,2026-06-26,11,5226.21,7,0.0,0.0,1
SC-20770,2026-03-02,6,3742.765,123,1.0,749.8919999999998,0
SC-20800,2026-06-15,3,276.88800000000003,18,1.0,2.368,0
SC-20845,2025-11-11,1,14.111999999999998,234,1.0,266.52000000000004,0
SD-20485,2026-06-13,9,6121.114,20,0.0,0.0,1
SE-20110,2026-03-13,8,11996.176,112,3.0,213.262,0
SF-20065,2025-12-16,5,461.48400000000004,199,2.0,302.062,0
SF-20200,2025-11-03,6,513.552,242,3.0,2909.234,0
SF-20965,2025-10-31,6,3099.192,245,3.0,237.343,0
SG-20080,2024-12-16,2,2567.151,564,1.0,839.4300000000001,0
SG-20470,2026-06-30,8,1884.7980000000002,3,0.0,0.0,1
SG-20605,2026-04-25,5,3108.9120000000003,69,1.0,15.920000000000002,0
SG-20890,2026-05-18,3,47.946,46,0.0,0.0,1
SH-19975,2026-03-06,9,2566.7115,119,4.0,840.1279999999999,0
SH-20395,2026-05-04,7,1963.854,60,3.0,216.864,0
SH-20635,2024-11-26,2,2096.3920000000003,584,0.0,0.0,1
SJ-20125,2026-05-01,9,1754.698,63,3.0,2194.958,0
SJ-20215,2026-04-20,4,723.614,74,2.0,617.422,0
SJ-20500,2026-04-21,5,1318.7759999999998,73,0.0,0.0,1
SK-19990,2026-04-23,2,251.81,71,1.0,631.5989999999999,0
SL-20155,2025-12-10,5,1348.758,205,2.0,1704.2540000000001,0
SM-20005,2025-11-04,4,244.494,241,0.0,0.0,1
SM-20320,2024-12-25,3,24508.632,555,2.0,534.418,0
SM-20905,2025-05-03,1,1043.0410000000002,426,0.0,0.0,1
SM-20950,2026-05-30,11,4556.86,34,3.0,1138.93,0
SN-20560,2026-02-06,5,1097.824,147,1.0,762.5939999999998,0
SN-20710,2025-11-18,6,2873.3552,227,1.0,254.604,0
SO-20335,2026-04-23,4,1959.7715,71,2.0,642.8040000000001,0
SP-20545,2026-02-06,6,1306.086,147,0.0,0.0,1
SP-20620,2025-12-08,5,2303.6520000000005,207,4.0,3136.6670000000004,0
SP-20650,2025-12-09,9,1872.4360000000001,206,0.0,0.0,1
SP-20860,2026-03-04,8,4232.588000000001,121,2.0,50.352000000000004,0
SP-20920,2026-03-16,5,3966.6969999999997,109,1.0,23.991999999999997,0
SR-20425,2026-04-17,2,2826.2490000000007,77,3.0,407.232,0
SR-20740,2026-06-17,8,4345.886,16,0.0,0.0,1
SS-20140,2026-06-03,5,253.086,30,3.0,1070.942,0
SS-20410,2024-11-21,4,2844.147,589,2.0,212.66,0
SS-20515,2025-08-26,3,613.4000000000001,311,0.0,0.0,1
SS-20590,2025-10-24,6,418.49,252,0.0,0.0,1
SS-20875,2025-08-27,4,921.726,310,1.0,42.91,0
ST-20530,2026-06-20,6,419.004,13,1.0,14.336000000000002,0
SU-20665,2026-03-13,5,1694.608,112,2.0,900.7560000000001,0
SV-20365,2025-11-10,6,3011.014,235,4.0,8459.936000000002,0
SV-20785,2026-02-13,9,4105.305,140,0.0,0.0,1
SV-20815,2025-08-26,3,1259.41,311,1.0,11.68,0
SV-20935,2026-04-24,4,838.028,70,4.0,1065.463,0
SW-20245,2026-02-25,6,845.72,128,1.0,239.358,0
SW-20275,2026-03-18,3,954.15,107,3.0,1012.5,0
SW-20350,2025-04-17,2,552.2299999999999,442,1.0,466.8140000000001,0
SW-20455,2025-09-27,5,2621.652,279,2.0,299.892,0
SW-20755,2025-07-14,2,758.6959999999999,354,0.0,0.0,1
SZ-20035,2026-07-03,8,2953.939,0,3.0,671.3900000000001,0
TA-21385,2026-04-04,3,879.162,90,1.0,13716.458,0
TB-21055,2026-03-21,3,1213.721,104,2.0,254.16,0
TB-21175,2025-04-12,3,298.226,447,1.0,3291.0699999999997,0
TB-21190,2024-11-27,2,773.4540000000001,583,2.0,42.72,0
TB-21250,2026-01-15,7,1602.376,169,0.0,0.0,1
TB-21280,2025-05-26,6,2198.45,403,0.0,0.0,1
TB-21355,2026-05-18,4,719.032,46,1.0,115.296,0
TB-21400,2026-06-11,7,9133.99,22,0.0,0.0,1
TB-21520,2025-02-04,7,4644.924,514,2.0,92.56200000000001,0
TB-21595,2026-03-20,5,1387.559,105,0.0,0.0,1
TB-21625,2026-05-25,7,1674.552,39,2.0,1123.116,0
TC-20980,2025-11-26,5,19052.217999999997,219,0.0,0.0,1
TC-21295,2026-05-06,4,3088.114,58,4.0,1178.698,0
TC-21475,2026-04-30,8,1168.2,64,1.0,76.77600000000001,0
TC-21535,2025-11-18,5,689.386,227,2.0,53.172,0
TD-20995,2026-06-15,5,1335.564,18,4.0,98.984,0
TG-21310,2026-01-27,5,3058.372,157,0.0,0.0,1
TG-21640,2024-09-18,3,1825.841,653,1.0,248.82,0
TH-21100,2026-01-20,5,2422.824,164,0.0,0.0,1
TH-21115,2025-07-08,3,2051.268,360,1.0,891.5039999999999,0
TH-21235,2026-06-08,7,967.8810000000001,25,1.0,54.32,0
TH-21550,2026-06-26,5,2206.428,7,2.0,2027.6680000000003,0
TM-21010,2026-01-29,7,2939.266,155,1.0,15.96,0
TM-21490,2026-03-30,1,325.86,95,2.0,768.818,0
TN-21040,2025-12-16,6,3025.471,199,1.0,104.75,0
TP-21130,2026-01-24,7,1619.076,160,2.0,2834.9799999999996,0
TP-21415,2026-02-09,3,899.8708,144,2.0,4429.134,0
TP-21565,2026-01-14,4,1936.6400000000003,170,0.0,0.0,1
TR-21325,2026-06-20,5,675.942,13,0.0,0.0,1
TS-21085,2026-01-07,2,4.833000000000001,177,0.0,0.0,1
TS-21160,2025-08-13,6,2163.6240000000003,324,0.0,0.0,1
TS-21205,2026-06-15,7,5371.09,18,0.0,0.0,1
TS-21340,2026-05-18,5,974.782,46,0.0,0.0,1
TS-21370,2026-05-11,4,5399.437000000001,53,2.0,6492.313999999999,0
TS-21430,2025-11-13,4,1952.388,232,1.0,101.75200000000001,0
TS-21505,2026-07-03,3,1476.6280000000002,0,3.0,766.646,0
TS-21610,2026-06-16,5,2403.472,17,2.0,416.952,0
TS-21655,2026-05-06,5,3368.094,58,0.0,0.0,1
TT-21070,2025-05-11,5,1102.436,418,2.0,3813.166,0
TT-21220,2026-06-30,8,1427.044,3,0.0,0.0,1
TT-21265,2025-11-19,3,439.5,226,0.0,0.0,1
TT-21460,2026-03-04,4,2239.148,121,3.0,3125.66,0
TW-21025,2026-06-13,5,5227.562000000001,20,2.0,51.263999999999996,0
TZ-21580,2025-12-04,6,2187.81,211,2.0,47.14,0
VB-21745,2026-03-08,5,1999.816,117,1.0,5.78,0
VD-21670,2025-05-28,6,6442.254,401,0.0,0.0,1
VF-21715,2026-05-22,3,686.208,42,2.0,161.736,0
VG-21790,2026-01-29,4,654.87,155,2.0,191.14,0
VG-21805,2026-03-19,5,427.372,106,0.0,0.0,1
VM-21685,2026-03-16,5,2405.694,109,2.0,49.172,0
VM-21835,2025-06-14,4,365.87,384,1.0,14.82,0
VP-21730,2026-06-30,2,94.792,3,1.0,899.1100000000001,0
VP-21760,2025-06-26,6,1466.74,372,1.0,1893.786,0
VS-21820,2026-05-23,4,1055.981,41,0.0,0.0,1
VT-21700,2024-04-05,2,1736.596,819,0.0,0.0,1
VW-21775,2026-02-11,8,4208.298,142,2.0,1925.7400000000002,0
WB-21850,2026-06-29,10,6159.765,4,3.0,167.50300000000001,0
XP-21865,2025-12-12,9,2053.844,203,4.0,449.312,0
YC-21895,2025-09-06,4,4703.67,300,1.0,750.68,0
YS-21880,2026-07-03,6,1860.9360000000001,0,2.0,4859.508,0
ZC-21910,2026-06-19,12,7996.017,14,1.0,29.689999999999998,0
ZD-21925,2026-06-11,5,1493.9440000000002,22,0.0,0.0,1
